stepcount,actiontime,target_temp,current_temp,Pval,Ival,Dval,outcome
2282,11-46-50,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2283,11-46-53,60,60.562,-0.5619999999999976,0,0.0,0
2284,11-46-56,60,60.562,-0.5619999999999976,0,0.0,0
2285,11-46-59,60,60.562,-0.5619999999999976,0,0.0,0
2286,11-47-01,60,60.625,-0.625,0,0.06300000000000239,0
2287,11-47-04,60,60.625,-0.625,0,0.0,0
2288,11-47-07,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2289,11-47-10,60,60.687,-0.6869999999999976,0,0.125,0
2290,11-47-13,60,60.75,-0.75,0,0.06300000000000239,0
2291,11-47-16,60,60.625,-0.625,0,-0.125,1
2292,11-47-19,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2293,11-47-22,60,60.562,-0.5619999999999976,0,0.0,0
2294,11-47-24,60,60.562,-0.5619999999999976,0,0.0,0
2295,11-47-27,60,60.562,-0.5619999999999976,0,0.0,0
2296,11-47-30,60,60.562,-0.5619999999999976,0,0.0,0
2297,11-47-33,60,60.625,-0.625,0,0.06300000000000239,0
2298,11-47-35,60,60.625,-0.625,0,0.0,0
2299,11-47-38,60,60.625,-0.625,0,0.0,0
2300,11-47-41,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2301,11-47-44,60,60.562,-0.5619999999999976,0,0.0,0
2302,11-47-47,60,60.625,-0.625,0,0.06300000000000239,0
2303,11-47-50,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2304,11-47-53,60,60.5,-0.5,0,-0.06199999999999761,0.95
2305,11-47-56,60,60.5,-0.5,0,0.0,0
2306,11-47-59,60,60.5,-0.5,0,0.0,0
2307,11-48-02,60,60.562,-0.5619999999999976,0,0.06199999999999761,0
2308,11-48-05,60,60.562,-0.5619999999999976,0,0.0,0
2309,11-48-07,60,60.625,-0.625,0,0.06300000000000239,0
2310,11-48-10,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2311,11-48-13,60,60.562,-0.5619999999999976,0,0.0,0
2312,11-48-16,60,60.625,-0.625,0,0.06300000000000239,0
2313,11-48-19,60,60.625,-0.625,0,0.0,0
2314,11-48-22,60,60.625,-0.625,0,0.0,0
2315,11-48-24,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2316,11-48-28,60,60.5,-0.5,0,-0.06199999999999761,0.95
2317,11-48-31,60,60.5,-0.5,0,0.0,0
2318,11-48-34,60,60.562,-0.5619999999999976,0,0.06199999999999761,0
2319,11-48-37,60,60.562,-0.5619999999999976,0,0.0,0
2320,11-48-39,60,60.687,-0.6869999999999976,0,0.125,0
2321,11-48-42,60,60.75,-0.75,0,0.06300000000000239,0
2322,11-48-45,60,60.75,-0.75,0,0.0,0
2323,11-48-48,60,60.687,-0.6869999999999976,0,-0.06300000000000239,0.75
2324,11-48-51,60,60.625,-0.625,0,-0.06199999999999761,0.8
2325,11-48-54,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2326,11-48-58,60,60.5,-0.5,0,-0.06199999999999761,0.95
2327,11-49-00,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2328,11-49-03,60,60.437,-0.4369999999999976,0,0.0,0
2329,11-49-06,60,60.375,-0.375,0,-0.06199999999999761,1
2330,11-49-09,60,60.375,-0.375,0,0.0,0
2331,11-49-12,60,60.375,-0.375,0,0.0,0
2332,11-49-15,60,60.375,-0.375,0,0.0,0
2333,11-49-18,60,60.375,-0.375,0,0.0,0
2334,11-49-20,60,60.5,-0.5,0,0.125,0
2335,11-49-23,60,60.562,-0.5619999999999976,0,0.06199999999999761,0
2336,11-49-26,60,60.625,-0.625,0,0.06300000000000239,0
2337,11-49-29,60,60.562,-0.5619999999999976,0,-0.06300000000000239,0.9
2338,11-49-32,60,60.562,-0.5619999999999976,0,0.0,0
2339,11-49-35,60,60.562,-0.5619999999999976,0,0.0,0
2340,11-49-38,60,60.562,-0.5619999999999976,0,0.0,0
2341,11-49-40,60,60.5,-0.5,0,-0.06199999999999761,0.95
2342,11-49-44,60,60.437,-0.4369999999999976,0,-0.06300000000000239,1
2343,11-49-47,60,60.437,-0.4369999999999976,0,0.0,0
2344,11-49-50,60,60.437,-0.4369999999999976,0,0.0,0
2345,11-49-52,60,60.5,-0.5,0,0.06300000000000239,0
2346,11-49-55,60,60.5,-0.5,0,0.0,0
2347,11-49-58,60,60.562,-0.5619999999999976,0,0.06199999999999761,0
2348,11-50-01,60,60.625,-0.625,0,0.06300000000000239,0
2349,11-50-03,60,60.625,-0.625,0,0.0,0
2350,11-50-06,60,60.5,-0.5,0,-0.125,1
2351,11-50-09,60,60.562,-0.5619999999999976,0,0.06199999999999761,0
